Aide au démarrage en côte,Alimentation électrique,Allumage automatique des feux,Bouton Start & Stop,Clé intelligente,Climatisation,Détecteur de pluie,Direction assistée,Fermeture centralisée,Frein de stationnement éléctrique,Limiteur de vitesse,Ordinateur de bord,Régulateur de vitesse,Rétroviseur intérieur,Rétroviseurs extérieurs,Sélecteur de modes de conduite,Sièges avant réglables en hauteur,Système Start & Stop,Vitres électriques,Volant réglable,Accoudoirs,Appuis têtes arrières,Autoradio,Connectivité,Ecran,Pommeau de levier de vitesse,Sellerie,Sièges,Tableau de bord,Vitres,Volant,Aide au stationnement,Antibrouillards,Eléments extérieurs couleur carrosserie,Feux à LED,Jantes,Phares,Spoiler arrière,Carrosserie,Hauteur,Largeur,Longueur,Nombre de places,Nombre de portes,Peinture,Volume du coffre,0-100 Km/h,Consommation extra-urbaine,Consommation mixte,Consommation urbaine,Vitesse maxi,Boîte,Couple,Cylindrée,Energie,Nombre de cylindres,Nombre de rapports,Puissance (ch.din),Puissance fiscale,Transmission,ABS,Airbags,Anti-démarrage électronique,Anti-patinage,Assistance au freinage,Fixations ISOFIX,Surveillance d’angle mort,Garantie,prix,description,Modes de conduite,Dynamic Response,Autonomie électrique,Stores pare-soleil,Volume du coffre avant,Temps de recharge rapide,GPS,Consommation électrique,Capot moteur actif,Volume du coffre maximal,Lave Phares,Kit rangement,Détecteur de fatigue,Système de récupération d,Temps de recharge rapid,Détection des piétons,Kit sécurité,Instrumentation digitale,Coffre à bagages,Frein de stationnement,Emissions de CO2,Alerte de circulation transversale,Caméra d,Pack aérodynamique M,Caméra de recul,Ordinateur de Bord,Temps de recharge normale,Type,Aileron arrière,Sideblades,Contrôle de pression des pneus,Rétroviseur Intérieur,Volant et pommeau de levier de vitesse en cuir,Empattement,Tapis de sol,Rideau de benne,Arceau de benne,Éclairage d,Aide au Stationnement,Carte mains libres,Instrumentation numérique,Suspension,Contrôle du roulis de la remorque,Pack Sport Chrono,Financement,Boulons de roues protégés,Lumières d,Baguettes extérieures d,Sièges réglables en hauteur,Aide au maintien dans la voie,Airbags frontaux,Stabilisateur de vent latéral,Pédaliers,Cloison entre cabine et compartiment arrière,Consommation électrique WLTP,Fermeture assistée des portes,Différentiel autobloquant,Seuils de portes,Marchepieds latéraux,Ceintures de securite,Kit éclairage,Version pays chauds,Anti-Patinage,Alerte de franchissement de ligne,Ecran central,Sorties d’échappement,Puissance électrique,Caméra latérale,Magic Wash,Frein de parking électrique,SYSTÈME START & STOP,DSC,Freinage,Ciel de pavillon,Contrôle adaptatif de la charge,Voiture populaire,Radar de Stationnement,Nombre de moteurs électriques,ALARME ANTIVOL,Injection,ECRAN,Reconnaissance des panneaux,Kit fumeurs,Volume utile,RADAR DE STATIONNEMENT,Finition intérieure,Surface de chargement,Alarme antivol,Autonomie électrique WLTP,Navigation,4 roues directrices,Toit,Autonomie WLTP,Avertisseur de changement de voie,Contrôle de stabilité anti-retournement,Kit carrosserie,Affichage tête haute,Airbags rideaux,Frein de parking éléctrique,Charge utile,Boîte à gants réfrigérée,Assistant de feux de route,Poignées de portes,Feux de position à LED,Train roulant,Prise 12V,Airbags latéraux,Pneumatiques runflat,Baguettes extérieures d'encadrement des vitres,Préparation pour téléphone,Barre stabilisatrice,Poids total en charge,Spoiler Arrière,Barres de toit,Anti-démarrage,Pack nuit,Radar de stationnement,Système de descente en côte,Puissance avec overboost (ch.din),Clé Intelligente,Nombre de moteurs,Terrain Response,Degivrage lunette arriere,Autonomie NEDC,Conduite autonome,Boule d,Batterie,Lumières d'ambiance,Calandre,Couple électrique
,,Oui,,,Automatique | Bizone,Oui,Oui,À distance,,Oui,Oui,Oui,Anti-éblouissement,Électriques | Dégivrants,,,,Avant/Arrière,En hauteur et en profondeur,Avant | Arrière,,Oui,USB | Bluetooth,,,Tissu,,,,Cuir | Multi-fonctions | Avec palettes,Radar de recul | Radar avant | Caméra de recul,,Oui,Feux de jour | Avant | Arrières,En aluminium | 17,Full LED,,SUV,1648 mm,1984 mm,4395 mm,5,5,,577 L,10 s,4.7 L/100 km,5.2 L/100 km,6.1 L/100 km,206 KM/H,Automatique,380 nm 1250 tr/min,1998 CM³,Diesel,4,8,163 CH,12 CV,Intégrale,Oui,Frontaux | Latéraux | Rideaux,,Oui,,,,5 ans,350000 DT,Jaguar E-Pace2.0 D 163 R-DYNAMIC S,,,,,,,,,,,,,Oui,,,,,,,Éléctrique,139 g/km,,,,,,,,,,Oui,,,,Oui,,,,,,,,,,,,Oui,Noir Brillant,Conducteur et passager,Oui,,,,,,,,Acier inoxydable,,,,,,,10.1 pouces,,,,,,,,,Morzine | Light Oyster,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,Électronique,,,,,,,,,,,,,,,
,,Oui,,,Automatique | Bizone,Oui,Oui,À distance,,Oui,Oui,Oui,Anti-éblouissement,Électriques | Dégivrants,,,,Avant/Arrière,En hauteur et en profondeur,Avant | Arrière,,Oui,USB,,,Similicuir,,Cuir,Teintées | Parebrise athermique,Cuir | Multi-fonctions | Avec palettes,,,Oui,Feux de jour | Avant | Arrières,En aluminium | 18,Xénon | Bi-xénon,,SUV,1670 mm,1940 mm,4730 mm,5,5,,650 L,6.8 s,6.6 L/100 km,7.4 L/100 km,9.1 L/100 km,217 KM/H,Automatique,365 nm 1200 tr/min,1997 CM³,Essence,4,8,250 CH,16 CV,Intégrale,Oui,Frontaux | Latéraux | Rideaux,,Oui,,,,5 ans,399000 DT,Jaguar F-Pace2.0 T 250 R-DYNAMIC S,,,,,,,,,,,Oui,,,,,,,,,Éléctrique,,,,,,,,,,,Oui,,,,Oui,,,,,,,,,,,,Oui,Noir Mat,Conducteur et passager,,,,,,,,,Acier inoxydable,,,,,,,8 pouces,,,,,,,,,Morzine | Light Oyster,,,,,,,,,,,,Noir brillant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Électronique,,,,,,,,,,,,,,Chromée | Noire,
,1 prise 12 V,,,,Automatique,,Oui,À distance,,,,,,Électriques | Rabattables | Avec clignotants intégrés,,,,Avant/Arrière,En hauteur,Avant,,8 haut-parleurs,USB | AUX | Bluetooth,Tactile | 8 pouces,Cuir,Similicuir,,,,Cuir | Multi-fonctions,Caméra de recul,Oui,Pare-chocs | Poignées de portes | Rétroviseurs,,En aluminium | 17,,,Pick up,1864 mm,1870 mm,5730 mm,5,4,,,9.8 s,,7.8 L/100 km,,180 KM/H,Manuelle,400 nm 1600 tr/min,1855 CM³,Diesel,4,5,138 CH,6 CV,Intégrale,Oui,Frontaux,,,,Oui,,3 ans ou 100.000 KM,116800 DT,foday F22 MAX1.9 L Tid4 Luxury,,,,,,,Oui,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,2.85 m²,Oui,,,,,,,,,,,,980 KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chromée,
,,,,,Automatique,,Oui,À distance,,,Oui,,,Électriques,,Conducteur,,Avant/Arrière,En hauteur,,3,4 haut-parleurs | Commandes au volant,USB | Apple Carplay | AUX | Bluetooth,Tactile | 8 pouces,,Tissu,,,,Cuir,Radar de recul | Caméra de recul,,,Feux de jour,En aluminium | 16,,Oui,Citadine,1521 mm,1729 mm,4055 mm,5,5,,256 L,10.9 s,N.C,5.8 L/100 km,N.C,182 KM/H,Manuelle,136 nm 4500 tr/min,1498 CM³,Essence,4,5,107 CH,6 CV,Traction,Oui,Frontaux | Latéraux,,,EBD,Oui,,3 ans,62990 DT,MG Motors 31.5 L CONFORT PLUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,Oui,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Automatique,,Oui,À distance,,,Oui,,,Électriques,,Conducteur,,Avant/Arrière,En hauteur,,3,4 haut-parleurs | Commandes au volant,USB | Apple Carplay | AUX | Bluetooth,Tactile | 8 pouces,,Tissu,,,,Cuir,Radar de recul | Caméra de recul,,,Feux de jour,En aluminium | 16,,Oui,Citadine,1521 mm,1729 mm,4055 mm,5,5,,256 L,10.9 s,N.C,5.8 L/100 km,N.C,182 KM/H,Automatique,150 nm 4500 tr/min,1498 CM³,Essence,4,4,112 CH,7 CV,Traction,Oui,Frontaux | Latéraux,,,EBD,Oui,,3 ans,68990 DT,MG Motors 31.5 L CONFORT PLUS BVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,Oui,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Oui,,,Automatique,,Oui,À distance,,,Oui,,,Électriques,,Conducteur,,Avant/Arrière,En hauteur,Avant,3,2 haut-parleurs | Commandes au volant,USB | Bluetooth,Tactile | 8 pouces,,Tissu,,,,,Radar de recul | Caméra de recul,,,Feux de jour,15,,,Berline,1489 mm,1818 mm,4601 mm,5,4,,512 L,N.C,N.C,5.5 L/100 km,N.C,180 KM/H,Manuelle,150 nm 4500 tr/min,1498 CM³,Essence,4,5,120 CH,6 CV,Traction,Oui,Frontaux,Oui,,AFU,Oui,,3 ans ou 100.000 KM,63950 DT,MG Motors 51.5 L Confort,,,,,,,,,,,,,,,,,,,Ouverture à distance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oui,,Oui,Démarrage mains libres,,Automatique,,Oui,À distance,,,Oui,,,Électriques | Rabattables,,Conducteur,,Avant/Arrière,En hauteur,Avant,3,2 haut-parleurs | Commandes au volant,USB | Bluetooth,Tactile | 8 pouces,,Similicuir,,,,Cuir,Radar de recul | Caméra de recul,,,Feux de jour,En aluminium | 16,,,Berline,1489 mm,1818 mm,4601 mm,5,4,,512 L,N.C,N.C,5.5 L/100 km,N.C,180 KM/H,Manuelle,150 nm 4500 tr/min,1498 CM³,Essence,4,5,120 CH,6 CV,Traction,Oui,Frontaux | Latéraux,Oui,ESP,AFU,Oui,,3 ans ou 100.000 KM,66950 DT,MG Motors 51.5 L Confort Plus,,,,,,,,,,,,,,,,,,,Ouverture à distance,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oui,,Oui,Démarrage mains libres,,Automatique,,Oui,À distance,,,Oui,Oui,,Électriques | Rabattables,,Conducteur,,Avant/Arrière,En hauteur,Avant,3,2 haut-parleurs | Commandes au volant,USB | Bluetooth,Tactile | 10.1 pouces,,Similicuir,,,,Cuir,Radar de recul | Caméra de recul,,,Feux de jour,En aluminium | 16,,,Berline,1489 mm,1818 mm,4601 mm,5,4,,512 L,N.C,N.C,5.5 L/100 km,N.C,180 KM/H,Automatique,150 nm 4500 tr/min,1498 CM³,Essence,4,,120 CH,7 CV,Traction,Oui,Frontaux | Latéraux,Oui,ESP,AFU,Oui,,3 ans ou 100.000 KM,71950 DT,MG Motors 51.5 L Luxe BVA,,,,,,,,,,,,,,,,,,,Ouverture à distance,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ouvrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1 prise 12 V,Oui,Démarrage mains libres,Accès mains libres,Automatique | Ventilation arrière,,Électrique,À distance,,Oui,Oui,Oui,,Électriques | Dégivrants,,Conducteur,,Avant/Arrière,En hauteur,,,2 haut-parleurs | Commandes au volant,Apple Carplay | AUX | Android Auto | Bluetooth | 3 USB,Tactile,,Similicuir,,,,Cuir,Radar de recul | Caméra de recul,Oui,,Feux de jour | Avant | Arrières,En aluminium | 16,,,Berline,1473 mm,1842 mm,4675 mm,5,4,,401 L,10.5 s,,5.7 L/100 km,,185 KM/H,Manuelle,150 nm 4500 tr/min,1498 CM³,Essence,4,5,115 CH,7 CV,Traction,Oui,Frontaux | Latéraux,Oui,ESP,AFU | EBD,Oui,,5 ans,80950 DT,MG Motors GT1.5 L Luxury Bvm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ouvrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oui,1 prise 12 V,Oui,Démarrage mains libres,Accès mains libres,Automatique | Ventilation arrière,,Électrique,À distance,Oui,Oui,Oui,Oui,,Électriques | Dégivrants,,Conducteur,,Avant/Arrière,En hauteur,,,2 haut-parleurs | Commandes au volant,Apple Carplay | AUX | Android Auto | Bluetooth | 3 USB,Tactile,,Similicuir,,,,Cuir,Radar de recul | Caméra de recul,Oui,,Feux de jour | Avant | Arrières,En aluminium | 16,,,Berline,1473 mm,1842 mm,4675 mm,5,4,,401 L,10.5 s,,5.7 L/100 km,,185 KM/H,Automatique,150 nm 4500 tr/min,1498 CM³,Essence,4,,115 CH,7 CV,Traction,Oui,Frontaux | Latéraux,Oui,ESP,AFU | EBD,Oui,,5 ans,85950 DT,MG Motors GT1.5 L CVT Luxury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ouvrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oui,1 prise 12 V,Oui,Démarrage mains libres,Accès mains libres,Automatique | Ventilation arrière,,Électrique,À distance,Oui,Oui,Oui,Oui,,Électriques | Rabattables | Dégivrants,,Conducteur,,Avant/Arrière,En hauteur,,,6 haut-parleurs | Commandes au volant,Apple Carplay | Android Auto | AUX | Bluetooth | 3 USB,Tactile | 10 pouces,,Similicuir,Conducteur à réglage électrique | Chauffants | Réglage lombaire,,,Cuir | Sport | à méplat | Avec palettes,Radar de recul | Caméra de recul | Système de caméras 360,Oui,,Feux de jour | Avant | Arrières,En aluminium | 16,,,Berline,1473 mm,1842 mm,4675 mm,5,4,,401 L,8.5 s,,5.7 L/100 km,,185 KM/H,Automatique,250 nm 4500 tr/min,1498 CM³,Essence,4,7,160 CH,9 CV,Traction,Oui,Frontaux | Latéraux | Rideaux,Oui,ESP,AFU | EBD | Alerte Risque Colision,Oui,Oui,5 ans,94950 DT,MG Motors GT1.5 T Sport 7dct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,Oui,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ouvrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oui,,,Démarrage mains libres,Accès mains libres,Automatique,,Électrique,À distance,,,Oui,Oui,,Électriques | Rabattables,,Conducteur,,Avant/Arrière,En hauteur,Avant,3,6 haut-parleurs | Commandes au volant,2 USB | Apple Carplay | Android Auto | Bluetooth,Tactile | 10.1 pouces,,Similicuir,,,,Cuir,Radar de recul | Caméra de recul,Oui,,Feux de jour | Avant | Arrières,En aluminium | 17,,Oui,SUV,1653 mm,1809 mm,4323 mm,5,5,,483 L,12.2 s,,7.8 L/100 km,,175 KM/H,Manuelle,141 nm 4500 tr/min,1498 CM³,Essence,4,5,115 CH,7 CV,Traction,Oui,Frontaux | Latéraux,Oui,ESP,EBD,Oui,,5 ans,80990 DT,MG Motors ZS1.5 L Luxury,,,,,,,,,,1187 L,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,Chrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aluminium,,,,,,,,,,,,,,,,
Oui,,,Démarrage mains libres,Accès mains libres,Automatique | Ventilation arrière,,Électrique,À distance,Oui,,Oui,Oui,,Électriques | Rabattables,,Conducteur,,Avant/Arrière,En hauteur,Avant,3,6 haut-parleurs | Commandes au volant,2 USB | Apple Carplay | Android Auto | Bluetooth,Tactile | 10.1 pouces,,Similicuir,,,,Cuir,Radar de recul | Caméra de recul,Oui,,Feux de jour | Avant | Arrières,En aluminium | 17,,Oui,SUV,1653 mm,1809 mm,4323 mm,5,5,,483 L,12.2 s,,7.8 L/100 km,,175 KM/H,Automatique,141 nm 4500 tr/min,1498 CM³,Essence,4,8,115 CH,7 CV,Traction,Oui,Frontaux | Latéraux,Oui,ESP,EBD,Oui,,5 ans,86900 DT,MG Motors ZS1.5 L Luxury BVA,,,,,,,,,,1187 L,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,Chrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aluminium,,,,,,,,,,,,,,,,
Oui,,Oui,Démarrage mains libres,Accès mains libres,Automatique | Ventilation arrière,,Électrique,À distance,Oui,,Oui,Oui,,Électriques | Rabattables,,Conducteur,,Avant/Arrière,En hauteur,Avant,3,6 haut-parleurs | Commandes au volant,2 USB | Apple Carplay | Android Auto | Bluetooth,Tactile | 10.1 pouces,,Similicuir,Conducteur à réglage électrique | Chauffants,,,Cuir,Radar de recul | Système de caméras 360,Oui,,Feux de jour | Avant | Arrières,En aluminium | 17,,Oui,SUV,1653 mm,1809 mm,4323 mm,5,5,,483 L,10 s,,7.3 L/100 km,,175 KM/H,Automatique,230 nm 1800 tr/min,1349 CM³,Essence,3,6,160 CH,9 CV,Traction,Oui,Frontaux | Latéraux | Rideaux,Oui,ESP,EBD,Oui,Oui,5 ans,95900 DT,MG Motors ZS1.3 T Trophy BVA,,,,,,,,,,1187 L,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,Oui,,,,,,,Chrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ouvrant | Panoramique,,,,,,,,,,,,,,,,,,,,,,Aluminium,,,,,,,,,,,,,,,,
Autohold,,Oui,Démarrage mains libres,Accès mains libres | Démarrage à distance,Automatique | Bizone,Oui,Oui,À distance,,,Oui,Adaptatif,Anti-éblouissement,Électriques | Rabattables | Dégivrants,,,,Avant/Arrière,En hauteur et en profondeur,Avant | Arrière,3,6 haut-parleurs | Commandes au volant,Android Auto | 4 USB | Apple Carplay | Bluetooth | Chargeur de téléphone sans fil,,,Cuir,Électriques,,,Cuir | Multi-fonctions,Radar de recul | Radar avant | Système de caméras 360,,,Feux de jour | Avant,En aluminium | 19,Full LED,,SUV,1617 mm,1871 mm,4581 mm,5,5,,336 L,8.8 s,,6.3 L/100 km,,190 KM/H,Automatique,285 nm 1500 tr/min,1490 CM³,Essence,4,8,180 CH,10 CV,Traction,Oui,Frontaux | Latéraux | Rideaux,Oui,Oui,EBD,Oui,Oui,5 ans ou 100000 km,103950 DT,MG Motors One1.5 L Luxury+ BVA,Normal | Sport | Eco,,,,,,,,,1120 L,,,,,,,,7 pouces,,Éléctrique,,,,,,,,,,,Oui,,,,Oui,,,,,,,,,,,,Oui,Chrome,Conducteur,,,,,,,,,,,,,,,Oui,Tactile | 12.3 pouces,,,,,,,,,,,,,,,,,,,,,,,,,,,Ouvrant | Panoramique,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,
Autohold,,Oui,Démarrage mains libres,Accès mains libres,Automatique | Bizone,Oui,Électrique,À distance,,,Oui,Oui,Anti-éblouissement,Électriques | Rabattables | Dégivrants,,,,Avant/Arrière,En hauteur et en profondeur,Avant | Arrière,3,6 haut-parleurs | Commandes au volant,USB | Android Auto | Apple Carplay | Bluetooth | Chargeur de téléphone sans fil,,,Cuir,Électriques | Réglage lombaire,,Teintées,Cuir | Multi-fonctions,Radar de recul | Radar avant | Système de caméras 360,,,Feux de jour | Avant,En aluminium | 19,Full LED,,SUV,1719 mm,1855 mm,4571 mm,5,5,,430 L,9.4 s,6.2 L/100 km,7.9 L/100 km,8.8 L/100 km,190 KM/H,Automatique,275 nm 1500 tr/min,1490 CM³,Essence,4,7,180 CH,10 CV,Traction,Oui,Frontaux | Latéraux | Rideaux,Oui,ESP | TCS,EBD,Oui,,5 ans ou 100000 km,113950 DT,MG Motors RX51.5 L Performance BVA,Normal | Sport | Eco,,,,,,,,,1639 L,,,,,,,,12.3,Ouverture et fermeture motorisée,Éléctrique,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,Noir Brillant,Conducteur,,,,,,,,,,,,,,,,Tactile | 14 pouces,,,,,,,,,,,,,,,,,,,,,,,,,,,Ouvrant | Panoramique,,,ARP,,,,,,,,,,,,,,,,Avant,,,Noires,,,,HDC,,,,,,,,,,,,
Oui,,Oui,Oui,Oui,Climatronic,,Électrique,À distance,,,Oui,Oui,,"Électriques ,  Rabattables ,  Dégivrants ,  Avec clignotants intégrés",,Oui,,Avant/Arrière,En hauteur,,,6 haut-parleurs,"USB ,  Bluetooth, Apple Carplay , Android Auto","Tactile,  8 pouces",,Similicuir,Conducteur à réglage électrique | Chauffants,,,"Cuir, Multi-fonctions",,,,,"En aluminium, 17",,,,1648,1809,4314,5,5,,359 L,8.5 s,,,,140 km/h,,353 nm 0 tr/min,,Electrique,,,143 ch,8 CV,Traction,Oui,,,"Oui, ESP",AFU,Oui,,4 ans,116950 DT,MG Motors E-ZSELECTRIQUE,,,,,,,,18.9 kWh/100 km,,,,,,,40 minutes,,,,,,,,,,Oui,,6 heures,SUV,,,Oui,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Panoramique,263 km,,,,,Oui,Oui,,,,,Feux de jour,,,Oui,,,,,,,"Oui, Aluminium",,,Arrière,,,,,,,335 km,,,44.5 kWh,,,
Oui,,Oui,Démarrage mains libres,Accès mains libres,Automatique | Bizone | Ventilation arrière,Oui,Électrique,À distance,Oui,Oui,Oui,Oui,,Électriques | Rabattables | Dégivrants,Normal | Sport | Eco,Conducteur,,Avant/Arrière,En hauteur et en profondeur,Avant | Réfrigéré | Arrière,3,6 haut-parleurs | Commandes au volant,Apple Carplay | 4 USB | Android Auto | Bluetooth,Tactile | 10.1 pouces,,Cuir,Électriques | Chauffants | Réglage lombaire | Sport,,,Cuir | Multi-fonctions,Radar de recul | Radar avant | Système de caméras 360,Oui,,Feux de jour | Avant | Arrières,En aluminium | 18,Full LED,Oui,SUV,1664 mm,1876 mm,4574 mm,5,5,,463 L,6.9 s,,1.8 L/100 km,,190 KM/H,Automatique,370 nm 1700 tr/min,1490 CM³,Essence | Hybride rechargeable,4,7,258 CH,9 CV,Traction,Oui,Frontaux | Latéraux | Rideaux,Oui,ESP,EBD,Oui,Oui,5 ans,149950 DT,MG Motors E-HS1.5 L Hybride Rechargeable Luxury Plus,,,52 km,,,,,,,,,,,,,,,,Ouverture et fermeture motorisée,,,,,,,,,,,,TPMS,,,,,,,,,,12.3,,,,,,LED,Chrome,,,,,,,,,,,,,,,,,,,123 CH,,,,,,,,,,,,,,,,,,,,,Oui,,,,Panoramique,,,,,,,,,,,,,,,,,,,,,,Argent,,,,,,,,,,,,,,,,
,2 prises 12 V | 220 V,Oui,Démarrage mains libres,Accès mains libres,Automatique | Bizone | Ventilation arrière,Oui,Oui,À distance,EPB,,Ecran TFT 7,Oui,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés,Confort | Sport | Eco,Conducteur et passager,,Avant/Arrière,En hauteur et en profondeur,Avant | Arrière,,8 haut-parleurs,Apple Carplay | Bluetooth | Chargeur de téléphone sans fil | 3 USB,Tactile | 10.1 pouces,Cuir,Cuir perforé,Électriques | Chauffants | Ventilés | Réglage lombaire | Fonction mémoire,,,Cuir | Multi-fonctions | Avec palettes,Radar de recul | Radar avant | Système de caméras 360,LED,,Feux de jour | Avant | Arrières,En aluminium | 20,,,SUV,1810 mm,1930 mm,4923 mm,7,5,,,9.1 s,,11.8 L/100 km,,180 KM/H,Automatique,360 nm 4000 tr/min,1995 CM³,Essence,4,6,220 CH,16 CV,Intégrale,Oui,Frontaux | Latéraux | Rideaux,Oui,TCS | SCS,EBA,Oui,,5 ans,174900 DT,MG Motors RX82.0 T AWD Luxe Plus,,,,,,,,,,,,,,,,,,,Ouverture et fermeture motorisée,,,,,,,,,,,,TPMS,,,,Oui,,,,,,,,,,,,Oui,Chrome,,,,,,,,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,Effet bois,,,,,,Ouvrant | Panoramique,,,,,,,,,Oui,,,,,,,,,,,,,Oui,,,,HDC,,,,,,,,,,,Chromée,
Oui,1 prise 12 V,Oui,,Accès mains libres,Automatique | 3 zones,Oui,Servotronic,À distance,Oui,Oui,Oui,Oui,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Photosensibles,Normal | Confort | Sport,Conducteur et passager,Oui,Avant/Arrière,En hauteur et en profondeur,Avant | Arrière,,10 haut-parleurs | Commandes au volant,Apple Carplay | 4 USB | Bluetooth | Porsche Communication Management (PCM),Tactile | 11 pouces,,Cuir,Électriques | 14 directions | Réglage lombaire | Fonction mémoire,,Teintées | Parebrise athermique | Lunette et vitres arrières sur-teintées,Chauffant | Multi-fonctions | Ronce de Noyer | Avec palettes,Radar de recul | Radar avant | Système de caméras 360 | Parkassist,Oui,,Feux de jour | Avant | Arrières,En aluminium | 21,Full LED | Porsche Dynamic Light System (PDLS),,SUV,1621 mm,1922 mm,4726 mm,5,5,Métallisée,458 L,6.4 s,8.2 L/100 km,9.3 L/100 km,11.3 L/100 km,232 KM/H,Automatique,400 nm 1800 tr/min,1984 CM³,Essence,4,7,265 CH,17 CV,Intégrale,Oui,Frontaux | Latéraux | Rideaux | Genoux,Oui,ASR | PSM | PTM,ABD,Oui,,2 ans,424000 DT,Porsche macan2.0 L 265 Ch PDK,,,,,,,,,,,,,,Oui,,,,,Ouverture et fermeture motorisée,,,,,,,,,,,Couleur carosserie,Oui,,,,Oui,,,,,,,Porsche Active Suspension Management (PASM),,Oui,,,Oui,Noir Brillant,,Oui,,,,,,,,Aluminium,,,,,,,,Sport | Noires,,,,,,,,Tissu,,,,,,,,,,,,Noir brillant,,Porsche Vehicle Tracking System (PVTS),,,,Ouvrant | Panoramique,,Oui,,,,,,,,,,,,,,,,Oui,,,,Oui,,,,Porsche Hill Control PHC,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463000 DT,Porsche Taycan2S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
