Disponibilité,Carrosserie,Garantie,Nombre de places,Nombre de portes,Nombre de cylindres,Energie,Puissance fiscale,Puissance (ch.din),Couple,Cylindrée,Boîte,Nombre de rapports,Transmission,Longueur,Largeur,Hauteur,Volume du coffre,0-100 Km/h,Vitesse maxi,Consommation urbaine,Consommation extra-urbaine,Consommation mixte,ABS,Airbags,Anti-démarrage électronique,Contrôle de pression des pneus,Fixations ISOFIX,Anti-patinage,Aide au stationnement,Assistance au freinage,Alerte de franchissement de ligne,Direction assistée,Régulateur de vitesse,Limiteur de vitesse,Antibrouillards,Eléments extérieurs couleur carrosserie,Feux à LED,Jantes,Lave Phares,Phares,Autoradio,Connectivité,Ecran central,Accoudoirs,Appuis têtes arrières,Finition intérieure,Pommeau de levier de vitesse,Sellerie,Sièges,Sièges réglables en hauteur,Tapis de sol,Vitres,Volant,Volant réglable,Bouton Start & Stop,Climatisation,Fermeture centralisée,Ordinateur de bord,Système Start & Stop,Rétroviseurs extérieurs,Rétroviseur intérieur,Vitres électriques,prix,description,Peinture,Aide au maintien dans la voie,Boîte à gants réfrigérée,Rideau de benne,Stores pare-soleil,Kit rangement,Freinage,Voiture populaire,Coffre à bagages,Préparation pour téléphone,Kit sécurité,Stabilisateur de vent latéral,DSC,Poignées de portes,Spoiler arrière,Affichage tête haute,Train roulant,Charge utile,Arceau de benne,Version pays chauds,Détecteur de fatigue,Fermeture assistée des portes,Nombre de moteurs électriques,Autonomie électrique WLTP,Contrôle de stabilité anti-retournement,Allumage automatique des feux,Contrôle adaptatif de la charge,Volume utile,Aide au démarrage en côte,Calandre,Pack nuit,Toit,Puissance avec overboost (ch.din),Assistant de feux de route,Conduite autonome,Surface de chargement,Pédaliers,Volume du coffre maximal,Éclairage d'accompagnement,Boulons de roues protégés,Baguettes extérieures d'encadrement des vitres,Boule d'attelage,Kit fumeurs,4 roues directrices,Surveillance d’angle mort,Modes de conduite,Différentiel autobloquant,Clé intelligente,Cloison entre cabine et compartiment arrière,Temps de recharge normale,Instrumentation digitale,Suspension,Batterie,Terrain Response,Alerte de circulation transversale,Ciel de pavillon,Pneumatiques runflat,Kit éclairage,Marchepieds latéraux,Reconnaissance des panneaux,Frein de stationnement,Détection des piétons,Tableau de bord,Barre stabilisatrice,Puissance électrique,Caméra d'angle mort,Emissions de CO2,Seuils de portes,Couple électrique,Dynamic Response,Lumières d'ambiance,Alimentation électrique,Système de descente en côte,Carte mains libres,Navigation,Temps de recharge rapide,Pack aérodynamique M,Alarme antivol,Détecteur de pluie,Contrôle du roulis de la remorque,Barres de toit,Consommation électrique WLTP,Volume du coffre avant,Kit carrosserie,Sorties d’échappement
Disponible,Berline,2 ans,5,4,4,Essence | Hybride léger,9CV,170CH,250nm1800tr/min,1496CM³,Automatique,9,Propulsion,4751mm,1820mm,1437mm,455L,8.6s,231KM/H,8.7L/100 km,4.7L/100 km,6.2L/100 km,,Frontaux | Latéraux | Rideaux | Genoux conducteur,,,,ESP,Radar de recul | Radar avant | Caméra de recul | Parkassist,,,,TEMPOMAT,,,,Feux de jour | Avant | Arrières,En aluminium | 18'',,Full LED | LED Hautes performances,MBUX | Commandes au volant,USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale,11.9 pouces | Vertical | Tactile avec retour haptique,Avant,3,Inserts décoratifs en aluminium finition trapèze,,Similicuir,Partiellement électriques | Réglage lombaire | Sport,Conducteur et passager,Velours | AMG,Teintées | Lunette et vitres arrières sur-teintées,Cuir Nappa | Multi-fonctions | Sport | à méplat | Avec palettes,En hauteur et en profondeur,Démarrage mains libres,Automatique | Bizone,À distance,,,Électriques | Rabattables | Photosensibles | Éclairage d'accueil à LED,Anti-éblouissement  | Sans Cadre,Avant/Arrière,253 000 DT TTC,Mercedes-Benz Classe C180 AMG,Métallisée | +9000 DT,,,,,,,,Ouverture à distance,,Triangle de présignalisation | Trousse de premiers secours,,,,,,Sport,,,,Attention Assist,,,,,,,,,,,Ouvrant | Panoramique,,,,,,,,,Chrome,,,,,Confort | Sport | Eco | Sport Plus,,,,,10.25'',,,,,,,,,,Éléctrique,,Similicuir,,23CH,,,,200nm,,,,,,,,,,,,,,,Pack Sport AMG,
Disponible,Berline,2 ans,5,4,4,Essence | Hybride léger,9CV,170CH,250nm1800tr/min,1496CM³,Automatique,9,Propulsion,4751mm,1820mm,1437mm,455L,8.6s,231KM/H,8.7L/100 km,4.7L/100 km,6.2L/100 km,,Frontaux | Latéraux | Rideaux | Genoux conducteur,,,,ESP,Radar de recul | Radar avant | Système de caméras 360 | Parkassist | Caméra panoramique 3D,,,,TEMPOMAT,,,,Feux de jour | Avant | Arrières,En aluminium | 19'',,Full LED | LED Hautes performances,MBUX | Commandes au volant,USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,11.9 pouces | Vertical | Tactile avec retour haptique,Avant,3,Inserts décoratifs en aluminium finition trapèze,,Similicuir,Électriques | Réglage lombaire | Fonction mémoire,Conducteur et passager,Velours | AMG,Teintées | Lunette et vitres arrières sur-teintées | Athermiques,Cuir Nappa | Multi-fonctions | Sport | à méplat | Avec palettes,En hauteur et en profondeur,Démarrage mains libres,Automatique | Bizone,À distance,,,Électriques | Rabattables | Photosensibles | Mémoire de position | Éclairage d'accueil à LED,Anti-éblouissement  | Sans Cadre,Avant/Arrière,270 000 DT TTC,Mercedes-Benz Classe C180 AMG +,Métallisée | +9000 DT,,,,,,,,Ouverture à distance,,Triangle de présignalisation | Trousse de premiers secours,,,,,,Sport,,,,Attention Assist,,,,,,,,,,,Ouvrant | Panoramique,,,,,,,,,Chrome,,,,,Confort | Sport | Eco | Sport Plus,,Accès mains libres,,,12.3'',,,,,,,,,,Éléctrique,,Similicuir,,23CH,,,,200nm,,,,,,,,,Périmétrique | Volumétrique | Anti-soulèvement,,,,,,Pack Sport AMG,
Sur arrivage,Berline,2 ans,5,4,4,Essence | Hybride léger,12CV,204CH,320nm2000tr/min,1999CM³,Automatique,9,Propulsion,4949mm,1880mm,1468mm,540L,7.5s,240KM/H,,,8L/100 km,,Frontaux | Latéraux | Rideaux | Genoux conducteur,,,,ESP,Radar de recul | Radar avant | Caméra de recul | Parkassist,AFU,,Paramétrique,TEMPOMAT,,,,Feux de jour | Avant | Arrières,En aluminium | 17'',,LED Hautes performances,MBUX | Commandes au volant,USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale,Tactile | 14.4,Avant | Arrière,3,Inserts décoratifs en frêne noir à pores ouverts,,Similicuir/Tissu,Partiellement électriques | Réglage lombaire,Conducteur et passager,Velours,Lunette et vitres arrières sur-teintées | Athermiques,Cuir | Multi-fonctions,En hauteur et en profondeur,Démarrage mains libres,Automatique | Bizone,À distance,,,Électriques | Rabattables | Dégivrants | Éclairage d'accueil à LED,Anti-éblouissement  | Sans Cadre,Avant/Arrière,255 000 DT TTC,Mercedes-Benz Classe E200 Business,,,,,,,,,,,Triangle de présignalisation | Trousse de premiers secours,,,,,,Agility Control,,,,Attention Assist,,,,,,,,,,,,,,,,,,,,Chrome,,,,,Confort | Sport | Eco | Sport Plus,,,,,12.3'',,,,,,,,,,Éléctrique,,,,23CH,,,,,,,,,,,,,,,,,,,Avantgarde,
Sur arrivage,Berline,2 ans,5,4,4,Essence | Hybride léger,12CV,204CH,320nm2000tr/min,1999CM³,Automatique,9,Propulsion,4949mm,1880mm,1468mm,540L,7.5s,240KM/H,,,8L/100 km,,Frontaux | Latéraux | Rideaux | Genoux conducteur,,,,ESP,Radar de recul | Radar avant | Parkassist | Caméra panoramique 3D,AFU,,Paramétrique,TEMPOMAT,,,,Feux de jour | Avant | Arrières,En aluminium | 18'',,LED Hautes performances,MBUX | Commandes au volant,USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale,Tactile | 14.4,Avant | Arrière,3,Inserts décoratifs en frêne noir à pores ouverts,,Similicuir,Électriques | Réglage lombaire | Fonction mémoire,Conducteur et passager,Velours,Lunette et vitres arrières sur-teintées | Athermiques,Cuir | Multi-fonctions,En hauteur et en profondeur,Démarrage mains libres,Automatique | Bizone,À distance,,,Électriques | Rabattables | Dégivrants | Mémoire de position | Éclairage d'accueil à LED,Anti-éblouissement  | Sans Cadre,Avant/Arrière,284 000 DT TTC,Mercedes-Benz Classe E200 Avantgarde,Métallisée | +9000 DT,,,,,,,,,,Triangle de présignalisation | Trousse de premiers secours,,,,,,Agility Control,,,,Attention Assist,,,,,,,,,,,,,,,,,,,,Chrome,,,,,Confort | Sport | Eco | Sport Plus,,Accès mains libres,,,12.3'',,,,,,,,,,Éléctrique,,,,23CH,,,,,,,,,,Réalité augmentée,,,,,,,,,Avantgarde,
Sur arrivage,Berline,2 ans,5,4,4,Essence | Hybride léger,12CV,204CH,320nm2000tr/min,1999CM³,Automatique,9,Propulsion,4949mm,1880mm,1468mm,540L,7.5s,240KM/H,,,8L/100 km,,Frontaux | Latéraux | Rideaux | Genoux conducteur,,,,ESP,Radar de recul | Radar avant | Parkassist | Caméra panoramique 3D,AFU,,Paramétrique,TEMPOMAT,,,,Feux de jour | Avant | Arrières,En aluminium | 18'',,LED Hautes performances,MBUX | Commandes au volant,USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale,Tactile | 14.4,Avant | Arrière,3,Inserts décoratifs en bois d'érable marron à pores ouverts lignes aluminium,,Similicuir,Électriques | Réglage lombaire | Fonction mémoire,Conducteur et passager,Velours,Lunette et vitres arrières sur-teintées | Athermiques,Cuir | Multi-fonctions,En hauteur et en profondeur,Démarrage mains libres,Automatique | Bizone,À distance,,,Électriques | Rabattables | Dégivrants | Mémoire de position | Éclairage d'accueil à LED,Anti-éblouissement  | Sans Cadre,Avant/Arrière,289 000 DT TTC,Mercedes-Benz Classe E200 Exclusive,Métallisée | +9000 DT,,,,,,,,,,Triangle de présignalisation | Trousse de premiers secours,,,,,,Agility Control,,,,Attention Assist,,,,,,,,,,,,,,,,,,,,Chrome,,,,,Confort | Sport | Eco | Sport Plus,,Accès mains libres,,,12.3'',,,,,,,,,,Éléctrique,,Similicuir,,23CH,,,,,,,,,,Réalité augmentée,,,,,,,,,Exclusive,
Sur arrivage,Berline,2 ans,5,4,4,Essence | Hybride léger,12CV,204CH,320nm2000tr/min,1999CM³,Automatique,9,Propulsion,4949mm,1880mm,1468mm,540L,7.5s,240KM/H,,,8L/100 km,,Frontaux | Latéraux | Rideaux | Genoux conducteur,,,,ESP,Radar de recul | Radar avant | Parkassist | Caméra panoramique 3D,AFU,,Paramétrique,TEMPOMAT,,,,Feux de jour | Avant | Arrières,En aluminium | 19'',,LED Hautes performances,MBUX | Commandes au volant,USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale,Tactile | 14.4,Avant | Arrière,3,Inserts décoratifs en frêne noir à pores ouverts,,Similicuir/Microfibre,Électriques | Réglage lombaire | Fonction mémoire,Conducteur et passager,Velours,Lunette et vitres arrières sur-teintées | Athermiques,Cuir | Multi-fonctions,En hauteur et en profondeur,Démarrage mains libres,Automatique | Bizone,À distance,,,Électriques | Rabattables | Dégivrants | Mémoire de position | Éclairage d'accueil à LED,Anti-éblouissement  | Sans Cadre,Avant/Arrière,319 000 DT TTC,Mercedes-Benz Classe E200 AMG,Métallisée | +9000 DT,,,,,,,,,,Triangle de présignalisation | Trousse de premiers secours,,,,,,Sport,,,,Attention Assist,,,,,,,,,,,Ouvrant | Panoramique,,,,,,,,,Chrome,,,,,Confort | Sport | Eco | Sport Plus,,Accès mains libres,,,12.3'',,,,,,,,,,Éléctrique,,,,23CH,,,,,,,,,,Réalité augmentée,,,,,,,,,Pack Sport AMG,
Stock limité,SUV,2 ans,5,5,4,Essence,9CV,163CH,200nm1460tr/min,1332CM³,Automatique,7,Traction,4412mm,2020mm,1616mm,435L,9.6s,200KM/H,,,7L/100 km,,Frontaux | Rideaux | Bassin,,,,ESP | ASR,Radar de recul | Radar avant | Caméra de recul | Parkassist,BAS,,,TEMPOMAT,,,,Feux de jour | Avant | Arrières,En aluminium | 18'',,LED Hautes performances,MBUX | Commandes au volant,USB-C | Android Auto | Apple Carplay | Bluetooth | Chargeur de téléphone sans fil,Tactile | 10.25 pouces,Avant,3,,,Similicuir,Confort,Conducteur et passager,Velours,,Multi-fonctions | Avec palettes,En hauteur et en profondeur,Démarrage mains libres,Automatique,À distance,,,Électriques | Rabattables | Photosensibles,Anti-éblouissement  | Sans Cadre,Avant/Arrière,198 000 DT TTC,Mercedes-Benz GLA200 Progressive,Métallisée | +5000 DT,,,,,,,,Ouverture et fermeture motorisée,,Triangle de présignalisation | Trousse de premiers secours,,,,,,,,,,Attention Assist,,,,,,,,,,,,,,,,,,,,Chrome,,,,,Confort | Sport | Eco,,,,,10.25'',,,,,,,,,,Éléctrique,,,,,,,,,,,,,,,,,,,,,,,Progressive Line,
Stock limité,SUV,2 ans,5,5,4,Essence,9CV,163CH,200nm1460tr/min,1332CM³,Automatique,7,Traction,4412mm,2020mm,1616mm,435L,9.6s,200KM/H,,,7L/100 km,,Frontaux | Rideaux | Bassin,,,,ESP | ASR,Radar de recul | Radar avant | Caméra de recul | Parkassist,BAS,,,TEMPOMAT,,,,Feux de jour | Avant | Arrières,En aluminium | 19'',,LED Hautes performances,MBUX | Commandes au volant,USB-C | Android Auto | Apple Carplay | Bluetooth | Chargeur de téléphone sans fil,Tactile | 10.25 pouces,Avant,3,,,Dinamica | Similicuir,Sport,Conducteur et passager,Velours | AMG,Lunette et vitres arrières sur-teintées | Athermiques,Cuir Nappa | Multi-fonctions | Sport | à méplat | Avec palettes | 3 branches doubles,En hauteur et en profondeur,Démarrage mains libres,Automatique,À distance,,,Électriques | Rabattables | Photosensibles,Anti-éblouissement  | Sans Cadre,Avant/Arrière,216 000 DT TTC,Mercedes-Benz GLA200 AMG,Métallisée | +5000 DT,,,,,,,,Ouverture et fermeture motorisée,,Triangle de présignalisation | Trousse de premiers secours,,,,,,,,,,Attention Assist,,,,,,,,,A picots,,Ouvrant | Panoramique,,,,,,,,,Chrome,,,,,Confort | Sport | Eco,,,,,10.25'',,,,,,,,,,Éléctrique,,,,,,,,,,,,,,,,,,,,,,,Pack Sport AMG,
Sur arrivage,SUV,2 ans,5,5,4,Essence | Hybride léger,12CV,204CH,320nm3000tr/min,1999CM³,Automatique,9,Intégrale,4716mm,1890mm,1640mm,620L,7.8s,221KM/H,7.3L/100 km,6.2L/100 km,6.8L/100 km,,Frontaux | Latéraux | Rideaux | Genoux conducteur,,,,ESP,Radar de recul | Radar avant | Caméra de recul | Parktronic,AFU,,Paramétrique,TEMPOMAT,,,,Feux de jour | Avant | Arrières,En aluminium | 18'',,LED Hautes performances,MBUX | Commandes au volant,USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,Tactile | 11.9 pouces,Avant | Arrière,3,Inserts décoratifs aspect losanges en gris argent,,Similicuir,Partiellement électriques | Chauffants | Réglage lombaire,Conducteur et passager,Velours,Teintées | Lunette et vitres arrières sur-teintées | Athermiques,Cuir | 3 branches | Multi-fonctions | Avec palettes,En hauteur et en profondeur,Démarrage mains libres,Automatique | Bizone,À distance,,,Électriques | Rabattables | Photosensibles | Avec clignotants intégrés,Anti-éblouissement  | Sans Cadre,Avant/Arrière,280 000 DT TTC,Mercedes-Benz GLC200 4Matic Avantgarde,Métallisée | +9000 DT,,,,,,,,Ouverture et fermeture motorisée | Cache Bagages | Ouverture à distance,,,,,,,,Agility Control,,,,Attention Assist,,,,,,,,,Avec étoile centrale,,Ouvrant | Panoramique,,,,,,,,,Chrome,,,,,Confort | Sport | Eco | Offroad,,,,,12.3'',,,,,Noir | Tissu,,,,,Éléctrique,,,,23CH,,,Aluminium,,,LED | 64 couleurs,1 prise 12 V,,,,,,,,,Aluminium,,,Avantgarde,
Sur arrivage,SUV,2 ans,5,5,4,Essence | Hybride léger,12CV,204CH,320nm3000tr/min,1999CM³,Automatique,9,Intégrale,4716mm,1890mm,1640mm,620L,7.8s,221KM/H,7.3L/100 km,6.2L/100 km,6.8L/100 km,,Frontaux | Latéraux | Rideaux | Genoux conducteur,,,,ESP,Radar de recul | Radar avant | Caméra de recul | Parktronic,AFU,,Paramétrique,TEMPOMAT,,,,Feux de jour | Avant | Arrières,En aluminium | 19'',,LED Hautes performances,MBUX | Commandes au volant,USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,Tactile | 11.9 pouces,Avant | Arrière,3,Inserts décoratifs aspect losanges en gris argent,,Similicuir,Électriques | Chauffants | Réglage lombaire | Fonction mémoire | Sport,Conducteur et passager,Velours | AMG,Teintées | Lunette et vitres arrières sur-teintées | Athermiques,Cuir | 3 branches | Multi-fonctions | Sport | à méplat | Avec palettes,En hauteur et en profondeur,Démarrage mains libres,Automatique | Bizone,À distance,,,Électriques | Rabattables | Photosensibles | Avec clignotants intégrés,Anti-éblouissement  | Sans Cadre,Avant/Arrière,315 000 DT TTC,Mercedes-Benz GLC200 4Matic AMG,Métallisée | +9000 DT,,,,,,,,Ouverture et fermeture motorisée | Cache Bagages | Ouverture à distance,,,,,,,,Sport,,,,Attention Assist,,,,,,,,,Diamantée,,Ouvrant | Panoramique,,,,,Aluminium,,,,Chrome,,,,,Confort | Sport | Eco | Offroad,,,,,12.3'',,,,,Noir | Tissu,,,,,Éléctrique,,Similicuir,,23CH,,,Aluminium | Eclairés,,,LED | 64 couleurs,1 prise 12 V,,,,,,,,,Aluminium,,,Pack Sport AMG,
Disponible,Citadine,3 ans,5,5,4,Essence,6CV,107CH,136nm4500tr/min,1498CM³,Manuelle,5,Traction,4055mm,1729mm,1521mm,256L,10.9s,182KM/H,N.C,N.C,5.8L/100 km,,Frontaux | Latéraux,,,,,Radar de recul | Caméra de recul,EBD,,,,,,,Feux de jour,En aluminium | 16'',,,4 haut-parleurs | Commandes au volant,USB | Apple Carplay | AUX | Bluetooth,Tactile | 8 pouces,,3,,,Tissu,,Conducteur,,,Cuir,En hauteur,,Automatique,À distance,,,Électriques,,Avant/Arrière,63 450 DT TTC,MG 31.5 L Confort Plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disponible,Citadine,3 ans,5,5,4,Essence,7CV,112CH,150nm4500tr/min,1498CM³,Automatique,4,Traction,4055mm,1729mm,1521mm,256L,10.9s,182KM/H,N.C,N.C,5.8L/100 km,,Frontaux | Latéraux,,,,,Radar de recul | Caméra de recul,EBD,,,,,,,Feux de jour,En aluminium | 16'',,,4 haut-parleurs | Commandes au volant,USB | Apple Carplay | AUX | Bluetooth,Tactile | 8 pouces,,3,,,Tissu,,Conducteur,,,Cuir,En hauteur,,Automatique,À distance,,,Électriques,,Avant/Arrière,69 450 DT TTC,MG 31.5 L  Confort Plus BVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disponible,Berline,3 ans ou 100.000 KM,5,4,4,Essence,6CV,120CH,150nm4500tr/min,1498CM³,Manuelle,5,Traction,4601mm,1818mm,1489mm,512L,N.C,180KM/H,N.C,N.C,5.5L/100 km,,Frontaux,,,,,Radar de recul | Caméra de recul,AFU,,,,,,,Feux de jour,15'',,,2 haut-parleurs | Commandes au volant,USB | Bluetooth,Tactile | 8 pouces,Avant,3,,,Tissu,,,,,,En hauteur,,Automatique,À distance,,,Électriques,,Avant/Arrière,63 950 DT TTC,MG 51.5 L Confort,,,,,,,,,Ouverture à distance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disponible,Berline,3 ans ou 100.000 KM,5,4,4,Essence,6CV,120CH,150nm4500tr/min,1498CM³,Manuelle,5,Traction,4601mm,1818mm,1489mm,512L,N.C,180KM/H,N.C,N.C,5.5L/100 km,,Frontaux | Latéraux,,,,ESP,Radar de recul | Caméra de recul,AFU,,,,,,,Feux de jour,En aluminium | 16'',,,2 haut-parleurs | Commandes au volant,USB | Bluetooth,Tactile | 8 pouces,Avant,3,,,Similicuir,,Conducteur,,,Cuir,En hauteur,Démarrage mains libres,Automatique,À distance,,,Électriques | Rabattables,,Avant/Arrière,67 450 DT TTC,MG 51.5 L Confort Plus,,,,,,,,,Ouverture à distance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disponible,Berline,3 ans ou 100.000 KM,5,4,4,Essence,7CV,120CH,150nm4500tr/min,1498CM³,Automatique,,Traction,4601mm,1818mm,1489mm,512L,N.C,180KM/H,N.C,N.C,5.5L/100 km,,Frontaux | Latéraux,,,,ESP,Radar de recul | Caméra de recul,AFU,,,,,,,Feux de jour,En aluminium | 16'',,,2 haut-parleurs | Commandes au volant,USB | Bluetooth,Tactile | 10.1 pouces,Avant,3,,,Similicuir,,Conducteur,,,Cuir,En hauteur,Démarrage mains libres,Automatique,À distance,,,Électriques | Rabattables,,Avant/Arrière,71 950 DT TTC,MG 51.5 L  Luxe BVA,,,,,,,,,Ouverture à distance,,,,,,,,,,,,,,,,,,,,,,,Ouvrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disponible,Berline,3 ans ou 100.000 KM,5,4,4,Essence,7CV,115CH,150nm4500tr/min,1498CM³,Manuelle,5,Traction,4675mm,1842mm,1473mm,401L,10.5s,185KM/H,,,5.7L/100 km,,Frontaux | Latéraux,,,,ESP,Radar de recul | Caméra de recul,AFU | EBD,,Électrique,,,,,Feux de jour | Avant | Arrières,En aluminium | 16'',,,2 haut-parleurs | Commandes au volant,3 USB | Android Auto | Apple Carplay | AUX | Bluetooth,Tactile,,,,,Similicuir,,Conducteur,,,Cuir,En hauteur,Démarrage mains libres,Automatique | Ventilation arrière,À distance,,,Électriques | Dégivrants,,Avant/Arrière,80 950 DT TTC,MG GT1.5 l  Luxury BVM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ouvrant,,,,,,,,,,,,,,,,Accès mains libres,,,,,,,,,,,,,,,,,,,,,,,,1 prise 12 V,,,,,,,,,,,,,
Disponible,Berline,3 ans ou 100.000 KM,5,4,4,Essence,7CV,115CH,150nm4500tr/min,1498CM³,Automatique,,Traction,4675mm,1842mm,1473mm,401L,10.5s,185KM/H,,,5.7L/100 km,,Frontaux | Latéraux,,,,ESP,Radar de recul | Caméra de recul,AFU | EBD,,Électrique,,,,,Feux de jour | Avant | Arrières,En aluminium | 16'',,,2 haut-parleurs | Commandes au volant,3 USB | Android Auto | Apple Carplay | AUX | Bluetooth,Tactile,,,,,Similicuir,,Conducteur,,,Cuir,En hauteur,Démarrage mains libres,Automatique | Ventilation arrière,À distance,,,Électriques | Dégivrants,,Avant/Arrière,85 950 DT TTC,MG GT1.5 l CVT Luxury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ouvrant,,,,,,,,,,,,,,,,Accès mains libres,,,,,,,,,,,,,Éléctrique,,,,,,,,,,,1 prise 12 V,,,,,,,,,,,,,
Disponible,Berline,3 ans ou 100.000 KM,5,4,4,Essence,9CV,160CH,250nm1700tr/min,1498CM³,Automatique,7,Traction,4675mm,1842mm,1473mm,401L,8.5s,185KM/H,,,5.7L/100 km,,Frontaux | Latéraux | Rideaux,,,,ESP,Radar de recul | Caméra de recul | Système de caméras 360,AFU | EBD | Alerte Risque Colision,,Électrique,,,,,Feux de jour | Avant | Arrières,En aluminium | 17'',,,6 haut-parleurs | Commandes au volant,3 USB | Android Auto | Apple Carplay | AUX | Bluetooth,Tactile | 10 pouces,,,,,Similicuir,Conducteur à réglage électrique | Chauffants | Réglage lombaire,Conducteur,,,Cuir | Sport | à méplat | Avec palettes,En hauteur,Démarrage mains libres,Automatique | Ventilation arrière,À distance,,,Électriques | Rabattables | Dégivrants,,Avant/Arrière,95 450 DT TTC,MG GT1.5 T Sport 7DCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ouvrant,,,,,,,,,,,,,,,,Accès mains libres,,,,,,,,,,,,,Éléctrique,,,,,,,,,,,1 prise 12 V,,,,,,,,,,,,,
Disponible,SUV,5 ans,5,5,4,Essence,7CV,115CH,141nm4500tr/min,1498CM³,Manuelle,5,Traction,4323mm,1809mm,1653mm,483L,12.2s,175KM/H,,,7.8L/100 km,,Frontaux | Latéraux,,,,ESP,Radar de recul | Caméra de recul,EBD,,Électrique,,,,,Feux de jour | Avant | Arrières,En aluminium | 17'',,,6 haut-parleurs | Commandes au volant,2 USB | Android Auto | Apple Carplay | Bluetooth,Tactile | 10.1 pouces,Avant,3,,,Similicuir,,Conducteur,,,Cuir,En hauteur,Démarrage mains libres,Automatique,À distance,,,Électriques | Rabattables,,Avant/Arrière,80 950 DT TTC,MG ZS1.5 L Luxury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1187L,,,Chrome,,,,,,,Accès mains libres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aluminium,,,,
Disponible,SUV,5 ans,5,5,4,Essence,7CV,115CH,141nm4500tr/min,1498CM³,Automatique,8,Traction,4323mm,1809mm,1653mm,483L,12.2s,175KM/H,,,7.8L/100 km,,Frontaux | Latéraux,,,,ESP,Radar de recul | Caméra de recul,EBD,,Électrique,,,,,Feux de jour | Avant | Arrières,En aluminium | 17'',,,6 haut-parleurs | Commandes au volant,2 USB | Android Auto | Apple Carplay | Bluetooth,Tactile | 10.1 pouces,Avant,3,,,Similicuir,,Conducteur,,,Cuir,En hauteur,Démarrage mains libres,Automatique | Ventilation arrière,À distance,,,Électriques | Rabattables,,Avant/Arrière,86 950 DT TTC,MG ZS1.5 L  Luxury BVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1187L,,,Chrome,,,,,,,Accès mains libres,,,,,,,,,,,,,Éléctrique,,,,,,,,,,,,,,,,,,,,Aluminium,,,,
Disponible,SUV,5 ans,5,5,3,Essence,9CV,160CH,230nm1800tr/min,1349CM³,Automatique,6,Traction,4323mm,1809mm,1653mm,483L,10s,175KM/H,,,7.3L/100 km,,Frontaux | Latéraux | Rideaux,,,,ESP,Radar de recul | Système de caméras 360,EBD,,Électrique,,,,,Feux de jour | Avant | Arrières,En aluminium | 17'',,,6 haut-parleurs | Commandes au volant,2 USB | Android Auto | Apple Carplay | Bluetooth,Tactile | 10.1 pouces,Avant,3,,,Similicuir,Conducteur à réglage électrique | Chauffants,Conducteur,,,Cuir,En hauteur,Démarrage mains libres,Automatique | Ventilation arrière,À distance,,,Électriques | Rabattables,,Avant/Arrière,95 950 DT TTC,MG ZS1.3 T  Trophy BVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ouvrant | Panoramique,,,,,,1187L,,,Chrome,,,,,,,Accès mains libres,,,,,,,,,,,,,Éléctrique,,,,,,,,,,,,,,,,,,,,Aluminium,,,,
